proc_code	proc_name	proc_group	proc_subgroup		
406020531	TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DE MEMBRO SUPERIOR UNILATERAL	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020540	TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DO ABDOMEN	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020558	TRATAMENTO CIRURGICO DE LINFEDEMA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020566	TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020574	TRATAMENTO CIRURGICO DE VARIZES (UNILATERAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020582	TROCA DE AORTA DESCENDENTE (INCLUI ABDOMINAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020590	TROMBECTOMIA DO SISTEMA VENOSO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020604	VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406020620	RETIRADA DE CATETER DE LONGA PERMAN¾NCIA SEMI OU TOTALMENTE IMPLANTVEL	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030014	ANGIOPLASTIA CORONARIANA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030022	ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030030	ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030049	ANGIOPLASTIA CORONARIANA PRIMRIA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030057	ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030065	ANGIOPLASTIA EM ENXERTO CORONARIANO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030073	ANGIOPLASTIA EM ENXERTO CORONARIANO (C/ IMPLANTE DE stent)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030081	ATRIOSEPTOSTOMIA C/ CATETER BALAO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030090	FECHAMENTO PERCUTANEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS C/ LIBERACAO DE COILS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030103	RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TECNICAS HEMODINAMICAS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030111	VALVULOPLASTIA AORTICA PERCUTANEA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030120	VALVULOPLASTIA MITRAL PERCUTANEA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030138	VALVULOPLASTIA PULMONAR PERCUTANEA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406030146	VALVULOPLASTIA TRICUSPIDE PERCUTANEA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040010	ALCOOLIZACAO PERCUTANEA DE HEMANGIOMA E MALFORMACAO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040028	"ANGIOPLASTIA INTRALUMINAL DE AORTA	 VEIA CAVA / VASOS ILIACOS (C/ STENT)"""""	04 Procedimentos cirúrgicos	"0406 Cirurgia do aparelho circulatório"""		
406040044	"ANGIOPLASTIA INTRALUMINAL DE AORTA	 VEIA CAVA / VASOS ILIACOS (S/ STENT)"""""	04 Procedimentos cirúrgicos	"0406 Cirurgia do aparelho circulatório"""		
406040052	ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040060	ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT NAO RECOBERTO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040079	ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT RECOBERTO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040087	ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (SEM STENT)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040095	ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOCO OU TRONCOS SUPRA-AORTICOS (C/ STENT NAO RECOBERTO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040109	ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS C/ STENT NAO RECOBERTO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040117	ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS C/ STENT RECOBERTO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040125	ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040133	ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO / TRONCOS SUPRA-AORTICOS (C/ STENT RECOBERTO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040141	COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFERICA E EMBOLIA PULMONAR)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040150	CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL C/ ENDOPROTESE RETA / CONICA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040168	CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA ABDOMINAL E ILIACAS C/ ENDOPROTESE BIFURCADA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040176	CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DA AORTA TORACICA C/ ENDOPROTESE RETA OU CONICA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040184	CORRECAO ENDOVASCULAR DE ANEURISMA / DISSECCAO DAS ILIACAS C/ ENDOPROTESE TUBULAR	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040192	EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIOGRAFI	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040206	EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040214	EMBOLIZACAO DE MALFORMACAO VASCULAR POR PUNCAO DIRETA (INCLUI DROGAS EMBOLIZANTES)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040222	FECHAMENTO PERCUTANEO DE FISTULAS ARTERIOVENOSAS C/ LIBERACAO DE COILS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040230	FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLTICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040249	FIBRINOLISE P/ EMBOLIA PULMONAR MACICA INTRAVASCULAR POR CATETER (INCLUI FIBRINOLITICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040257	FIBRINOLISE VISCERAL INTRAVASCULAR POR CATETER (INCLUI FIBRINOLITICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040265	IMPLANTACAO DE SHUNT INTRA-HEPATICO PORTO-SISTEMICO (TIPS) C/ STENT NAO RECOBERTO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040273	OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA / VEIA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040281	RECONSTRUCAO DA BIFURCACAO AORTO-ILIACA C/ ANGIOPLASTIA E STENTS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040290	TRATAMENTO DE EPISTAXE POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDOSCOPICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040303	TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZACAO (INCLUI ESTUDO ANGIOGRAFICO E/OU ENDO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040311	TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTANEA (INCLUI ESTUDO ANGIOGRAFICO)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040320	TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406040338	TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050015	ESTUDO ELETROFISIOLOGICO DIAGNOSTICO	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050023	ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE FLUTTER ATRIAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050031	ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DE TAQUICARDIA ATRIAL DIREITA)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050040	ESTUDO ELETROFISIOLOGICO TERAPEUTICO I	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050058	ESTUDO ELETROFISIOLOGICO TERAPEUTICO I (ABLACAO DO NODULO ARCHOV-TAWARA)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050066	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DAS VIAS ANOMALAS MULTIPLAS)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050074	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE FIBRILACAO ATRIAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050082	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050090	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL CICATRICIAL)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050104	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA ATRIAL ESQUERDA)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050112	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA VENTRICULAR IDIOPATICA DO SEIO DE VA	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050120	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE TAQUICARDIA VENTRICULAR SUSTENTADA C/ CARDIOPATI	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
406050139	ESTUDO ELETROFISIOLOGICO TERAPEUTICO II (ABLACAO DE VIAS ANOMALAS ESQUERDAS)	04 Procedimentos cirúrgicos	0406 Cirurgia do aparelho circulatório		
407010017	DEGASTROGASTRECTOMIA C/ OU S/ VAGOTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010033	ESOFAGECTOMIA DISTAL C/ TORACOTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010041	ESOFAGECTOMIA DISTAL S/ TORACOTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010050	ESOFAGECTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010068	ESOFAGO-COLONPLASTIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010076	ESOFAGOGASTRECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010084	ESOFAGOPLASTIA / GASTROPLASTIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010092	ESOFAGORRAFIA CERVICAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010106	ESOFAGORRAFIA TORACICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010114	ESOFAGOSTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010122	GASTRECTOMIA C/ OU S/ DESVIO DUODENAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010130	GASTRECTOMIA PARCIAL C/ OU S/ VAGOTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010149	GASTRECTOMIA TOTAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010157	GASTRECTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010165	GASTROENTEROANASTOMOSE	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010173	GASTROPLASTIA C/ DERIVACAO INTESTINAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010181	GASTROPLASTIA VERTICAL COM BANDA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010190	GASTRORRAFIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010203	GASTRORRAFIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010211	GASTROSTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010220	GASTROSTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010238	PILOROPLASTIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010270	TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010289	TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010297	TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010300	TRATAMENTO CIRURGICO DE VARIZES ESOFAGICAS	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010335	TRATAMETO CIRURGICO DE MEGAESOFAGO SEM RESSECCAO / CONSERVADOR	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010343	VAGOTOMIA C/ OPERACAO DE DRENAGEM	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010351	VAGOTOMIA SUPERSELETIVA / GASTRICA PROXIMAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010360	GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010378	TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARITRICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407010386	CIRURGIA BARITRICA POR VIDEOLAPAROSCOPIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020012	AMPUTACAO COMPLETA ABDOMINO-PERINEAL DO RETO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020020	AMPUTACAO POR PROCIDENCIA DE RETO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020039	APENDICECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020047	APENDICECTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020063	COLECTOMIA PARCIAL (HEMICOLECTOMIA)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020071	COLECTOMIA TOTAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020080	COLECTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020098	COLORRAFIA POR VIA ABDOMINAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020101	COLOSTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020110	CRIPTECTOMIA UNICA / MULTIPLA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020136	DRENAGEM DE ABSCESSO ANU-RETAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020144	DRENAGEM DE ABSCESSO ISQUIORRETAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020152	DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020179	ENTERECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020187	ENTEROANASTOMOSE (QUALQUER SEGMENTO)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020195	ENTEROPEXIA (QUALQUER SEGMENTO)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020209	ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020217	ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020225	EXCISAO DE LESAO / TUMOR ANU-RETAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020233	EXCISAO DE LESAO INTESTINAL / MESENTERICA LOCALIZADA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020241	FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020250	FECHAMENTO DE FISTULA DE COLON	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020268	FECHAMENTO DE FISTULA DE RETO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020276	FISTULECTOMIA / FISTULOTOMIA ANAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020284	HEMORROIDECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020292	HERNIORRAFIA C/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020306	JEJUNOSTOMIA / ILEOSTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020322	PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020330	PROCTOCOLECTOMIA TOTAL C/ RESERVATORIO ILEAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020349	PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020357	PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020365	REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020381	REMOCAO CIRURGICA DE FECALOMA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020403	RETOSSIGMOIDECTOMIA ABDOMINAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020411	RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020420	TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020438	TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL)	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020446	TRATAMENTO CIRURGICO DE ILEO MECONIAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020454	TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020462	TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407020470	TRATAMENTO CIRURGICO DE PROLAPSO ANAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030018	ANASTOMOSE BILEO-DIGESTIVA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030026	COLECISTECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030034	COLECISTECTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030042	COLECISTOSTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030050	COLEDOCOPLASTIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030069	COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030077	COLEDOCOTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030123	ESPLENECTOMIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030131	HEPATECTOMIA PARCIAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030140	HEPATORRAFIA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030158	HEPATORRAFIA COMPLEXA C/ LESAO DE ESTRUTURAS VASCULARES BILIARES	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030166	HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030174	MARSUPIALIZACAO DE ABSCESSO / CISTO	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030182	PANCREATECTOMIA PARCIAL	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
407030190	PANCREATECTOMIA VIDEOLAPAROSCOPICA	04 Procedimentos cirúrgicos	"0407 Cirurgia do aparelho digestivo	 orgãos anexos e parede abdominal"""""""		
